"continent" "country" "obs_type" "obs_vlues"
"1143" "Africa" "Cameroon" "gdpPercap_1992" 1793.163278
"1144" "Africa" "Central African Republic" "gdpPercap_1992" 747.9055252
"1145" "Africa" "Chad" "gdpPercap_1992" 1058.0643
"1146" "Africa" "Comoros" "gdpPercap_1992" 1246.90737
"1147" "Africa" "Congo Dem. Rep." "gdpPercap_1992" 457.7191807
"1148" "Africa" "Congo Rep." "gdpPercap_1992" 4016.239529
"1149" "Africa" "Cote d'Ivoire" "gdpPercap_1992" 1648.073791
"1150" "Africa" "Djibouti" "gdpPercap_1992" 2377.156192
"1151" "Africa" "Egypt" "gdpPercap_1992" 3794.755195
"1152" "Africa" "Equatorial Guinea" "gdpPercap_1992" 1132.055034
"1153" "Africa" "Eritrea" "gdpPercap_1992" 582.8585102
"1154" "Africa" "Ethiopia" "gdpPercap_1992" 421.3534653
"1155" "Africa" "Gabon" "gdpPercap_1992" 13522.15752
"1156" "Africa" "Gambia" "gdpPercap_1992" 665.6244126
"1157" "Africa" "Ghana" "gdpPercap_1992" 925.060154
"1158" "Africa" "Guinea" "gdpPercap_1992" 794.3484384
"1159" "Africa" "Guinea-Bissau" "gdpPercap_1992" 745.5398706
"1160" "Africa" "Kenya" "gdpPercap_1992" 1341.921721
"1161" "Africa" "Lesotho" "gdpPercap_1992" 977.4862725
"1162" "Africa" "Liberia" "gdpPercap_1992" 636.6229191
"1163" "Africa" "Libya" "gdpPercap_1992" 9640.138501
"1164" "Africa" "Madagascar" "gdpPercap_1992" 1040.67619
"1165" "Africa" "Malawi" "gdpPercap_1992" 563.2000145
"1166" "Africa" "Mali" "gdpPercap_1992" 739.014375
"1167" "Africa" "Mauritania" "gdpPercap_1992" 1361.369784
"1168" "Africa" "Mauritius" "gdpPercap_1992" 6058.253846
"1169" "Africa" "Morocco" "gdpPercap_1992" 2948.047252
"1170" "Africa" "Mozambique" "gdpPercap_1992" 410.8968239
"1171" "Africa" "Namibia" "gdpPercap_1992" 3804.537999
"1172" "Africa" "Niger" "gdpPercap_1992" 581.182725
"1173" "Africa" "Nigeria" "gdpPercap_1992" 1619.848217
"1174" "Africa" "Reunion" "gdpPercap_1992" 6101.255823
"1175" "Africa" "Rwanda" "gdpPercap_1992" 737.0685949
"1176" "Africa" "Sao Tome and Principe" "gdpPercap_1992" 1428.777814
"1177" "Africa" "Senegal" "gdpPercap_1992" 1367.899369
"1178" "Africa" "Sierra Leone" "gdpPercap_1992" 1068.696278
"1179" "Africa" "Somalia" "gdpPercap_1992" 926.9602964
"1180" "Africa" "South Africa" "gdpPercap_1992" 7225.069258
"1181" "Africa" "Sudan" "gdpPercap_1992" 1492.197043
"1182" "Africa" "Swaziland" "gdpPercap_1992" 3553.0224
"1183" "Africa" "Tanzania" "gdpPercap_1992" 825.682454
"1184" "Africa" "Togo" "gdpPercap_1992" 1034.298904
"1185" "Africa" "Tunisia" "gdpPercap_1992" 4332.720164
"1186" "Africa" "Uganda" "gdpPercap_1992" 644.1707969
"1187" "Africa" "Zambia" "gdpPercap_1992" 1210.884633
"1188" "Africa" "Zimbabwe" "gdpPercap_1992" 693.4207856
"1189" "Americas" "Argentina" "gdpPercap_1992" 9308.41871
"1190" "Americas" "Bolivia" "gdpPercap_1992" 2961.699694
"1191" "Americas" "Brazil" "gdpPercap_1992" 6950.283021
"1192" "Americas" "Canada" "gdpPercap_1992" 26342.88426
"1193" "Americas" "Chile" "gdpPercap_1992" 7596.125964
"1194" "Americas" "Colombia" "gdpPercap_1992" 5444.648617
"1195" "Americas" "Costa Rica" "gdpPercap_1992" 6160.416317
"1196" "Americas" "Cuba" "gdpPercap_1992" 5592.843963
"1197" "Americas" "Dominican Republic" "gdpPercap_1992" 3044.214214
"1198" "Americas" "Ecuador" "gdpPercap_1992" 7103.702595
"1199" "Americas" "El Salvador" "gdpPercap_1992" 4444.2317
"1200" "Americas" "Guatemala" "gdpPercap_1992" 4439.45084
"1201" "Americas" "Haiti" "gdpPercap_1992" 1456.309517
"1202" "Americas" "Honduras" "gdpPercap_1992" 3081.694603
"1203" "Americas" "Jamaica" "gdpPercap_1992" 7404.923685
"1204" "Americas" "Mexico" "gdpPercap_1992" 9472.384295
"1205" "Americas" "Nicaragua" "gdpPercap_1992" 2170.151724
"1206" "Americas" "Panama" "gdpPercap_1992" 6618.74305
"1207" "Americas" "Paraguay" "gdpPercap_1992" 4196.411078
"1208" "Americas" "Peru" "gdpPercap_1992" 4446.380924
"1209" "Americas" "Puerto Rico" "gdpPercap_1992" 14641.58711
"1210" "Americas" "Trinidad and Tobago" "gdpPercap_1992" 7370.990932
"1211" "Americas" "United States" "gdpPercap_1992" 32003.93224
"1212" "Americas" "Uruguay" "gdpPercap_1992" 8137.004775
"1213" "Americas" "Venezuela" "gdpPercap_1992" 10733.92631
"1214" "Asia" "Afghanistan" "gdpPercap_1992" 649.3413952
"1215" "Asia" "Bahrain" "gdpPercap_1992" 19035.57917
"1216" "Asia" "Bangladesh" "gdpPercap_1992" 837.8101643
"1217" "Asia" "Cambodia" "gdpPercap_1992" 682.3031755
"1218" "Asia" "China" "gdpPercap_1992" 1655.784158
"1219" "Asia" "Hong Kong China" "gdpPercap_1992" 24757.60301
"1220" "Asia" "India" "gdpPercap_1992" 1164.406809
"1221" "Asia" "Indonesia" "gdpPercap_1992" 2383.140898
"1222" "Asia" "Iran" "gdpPercap_1992" 7235.653188
"1223" "Asia" "Iraq" "gdpPercap_1992" 3745.640687
"1224" "Asia" "Israel" "gdpPercap_1992" 18051.52254
"1225" "Asia" "Japan" "gdpPercap_1992" 26824.89511
"1226" "Asia" "Jordan" "gdpPercap_1992" 3431.593647
"1227" "Asia" "Korea Dem. Rep." "gdpPercap_1992" 3726.063507
"1228" "Asia" "Korea Rep." "gdpPercap_1992" 12104.27872
"1229" "Asia" "Kuwait" "gdpPercap_1992" 34932.91959
"1230" "Asia" "Lebanon" "gdpPercap_1992" 6890.806854
"1231" "Asia" "Malaysia" "gdpPercap_1992" 7277.912802
"1232" "Asia" "Mongolia" "gdpPercap_1992" 1785.402016
"1233" "Asia" "Myanmar" "gdpPercap_1992" 347
"1234" "Asia" "Nepal" "gdpPercap_1992" 897.7403604
"1235" "Asia" "Oman" "gdpPercap_1992" 18616.70691
"1236" "Asia" "Pakistan" "gdpPercap_1992" 1971.829464
"1237" "Asia" "Philippines" "gdpPercap_1992" 2279.324017
"1238" "Asia" "Saudi Arabia" "gdpPercap_1992" 24841.61777
"1239" "Asia" "Singapore" "gdpPercap_1992" 24769.8912
"1240" "Asia" "Sri Lanka" "gdpPercap_1992" 2153.739222
"1241" "Asia" "Syria" "gdpPercap_1992" 3340.542768
"1242" "Asia" "Taiwan" "gdpPercap_1992" 15215.6579
"1243" "Asia" "Thailand" "gdpPercap_1992" 4616.896545
"1244" "Asia" "Vietnam" "gdpPercap_1992" 989.0231487
"1245" "Asia" "West Bank and Gaza" "gdpPercap_1992" 6017.654756
"1246" "Asia" "Yemen Rep." "gdpPercap_1992" 1879.496673
"1247" "Europe" "Albania" "gdpPercap_1992" 2497.437901
"1248" "Europe" "Austria" "gdpPercap_1992" 27042.01868
"1249" "Europe" "Belgium" "gdpPercap_1992" 25575.57069
"1250" "Europe" "Bosnia and Herzegovina" "gdpPercap_1992" 2546.781445
"1251" "Europe" "Bulgaria" "gdpPercap_1992" 6302.623438
"1252" "Europe" "Croatia" "gdpPercap_1992" 8447.794873
"1253" "Europe" "Czech Republic" "gdpPercap_1992" 14297.02122
"1254" "Europe" "Denmark" "gdpPercap_1992" 26406.73985
"1255" "Europe" "Finland" "gdpPercap_1992" 20647.16499
"1256" "Europe" "France" "gdpPercap_1992" 24703.79615
"1257" "Europe" "Germany" "gdpPercap_1992" 26505.30317
"1258" "Europe" "Greece" "gdpPercap_1992" 17541.49634
"1259" "Europe" "Hungary" "gdpPercap_1992" 10535.62855
"1260" "Europe" "Iceland" "gdpPercap_1992" 25144.39201
"1261" "Europe" "Ireland" "gdpPercap_1992" 17558.81555
"1262" "Europe" "Italy" "gdpPercap_1992" 22013.64486
"1263" "Europe" "Montenegro" "gdpPercap_1992" 7003.339037
"1264" "Europe" "Netherlands" "gdpPercap_1992" 26790.94961
"1265" "Europe" "Norway" "gdpPercap_1992" 33965.66115
"1266" "Europe" "Poland" "gdpPercap_1992" 7738.881247
"1267" "Europe" "Portugal" "gdpPercap_1992" 16207.26663
"1268" "Europe" "Romania" "gdpPercap_1992" 6598.409903
"1269" "Europe" "Serbia" "gdpPercap_1992" 9325.068238
"1270" "Europe" "Slovak Republic" "gdpPercap_1992" 9498.467723
"1271" "Europe" "Slovenia" "gdpPercap_1992" 14214.71681
"1272" "Europe" "Spain" "gdpPercap_1992" 18603.06452
"1273" "Europe" "Sweden" "gdpPercap_1992" 23880.01683
"1274" "Europe" "Switzerland" "gdpPercap_1992" 31871.5303
"1275" "Europe" "Turkey" "gdpPercap_1992" 5678.348271
"1276" "Europe" "United Kingdom" "gdpPercap_1992" 22705.09254
"1277" "Oceania" "Australia" "gdpPercap_1992" 23424.76683
"1278" "Oceania" "New Zealand" "gdpPercap_1992" 18363.32494
"1279" "Africa" "Algeria" "gdpPercap_1997" 4797.295051
"1280" "Africa" "Angola" "gdpPercap_1997" 2277.140884
"1281" "Africa" "Benin" "gdpPercap_1997" 1232.975292
"1282" "Africa" "Botswana" "gdpPercap_1997" 8647.142313
"1283" "Africa" "Burkina Faso" "gdpPercap_1997" 946.2949618
"1284" "Africa" "Burundi" "gdpPercap_1997" 463.1151478
"1285" "Africa" "Cameroon" "gdpPercap_1997" 1694.337469
"1286" "Africa" "Central African Republic" "gdpPercap_1997" 740.5063317
"1287" "Africa" "Chad" "gdpPercap_1997" 1004.961353
"1288" "Africa" "Comoros" "gdpPercap_1997" 1173.618235
"1289" "Africa" "Congo Dem. Rep." "gdpPercap_1997" 312.188423
"1290" "Africa" "Congo Rep." "gdpPercap_1997" 3484.164376
"1291" "Africa" "Cote d'Ivoire" "gdpPercap_1997" 1786.265407
"1292" "Africa" "Djibouti" "gdpPercap_1997" 1895.016984
"1293" "Africa" "Egypt" "gdpPercap_1997" 4173.181797
"1294" "Africa" "Equatorial Guinea" "gdpPercap_1997" 2814.480755
"1295" "Africa" "Eritrea" "gdpPercap_1997" 913.47079
"1296" "Africa" "Ethiopia" "gdpPercap_1997" 515.8894013
"1297" "Africa" "Gabon" "gdpPercap_1997" 14722.84188
"1298" "Africa" "Gambia" "gdpPercap_1997" 653.7301704
"1299" "Africa" "Ghana" "gdpPercap_1997" 1005.245812
"1300" "Africa" "Guinea" "gdpPercap_1997" 869.4497668
"1301" "Africa" "Guinea-Bissau" "gdpPercap_1997" 796.6644681
"1302" "Africa" "Kenya" "gdpPercap_1997" 1360.485021
"1303" "Africa" "Lesotho" "gdpPercap_1997" 1186.147994
"1304" "Africa" "Liberia" "gdpPercap_1997" 609.1739508
"1305" "Africa" "Libya" "gdpPercap_1997" 9467.446056
"1306" "Africa" "Madagascar" "gdpPercap_1997" 986.2958956
"1307" "Africa" "Malawi" "gdpPercap_1997" 692.2758103
"1308" "Africa" "Mali" "gdpPercap_1997" 790.2579846
"1309" "Africa" "Mauritania" "gdpPercap_1997" 1483.136136
"1310" "Africa" "Mauritius" "gdpPercap_1997" 7425.705295
"1311" "Africa" "Morocco" "gdpPercap_1997" 2982.101858
"1312" "Africa" "Mozambique" "gdpPercap_1997" 472.3460771
"1313" "Africa" "Namibia" "gdpPercap_1997" 3899.52426
"1314" "Africa" "Niger" "gdpPercap_1997" 580.3052092
"1315" "Africa" "Nigeria" "gdpPercap_1997" 1624.941275
"1316" "Africa" "Reunion" "gdpPercap_1997" 6071.941411
"1317" "Africa" "Rwanda" "gdpPercap_1997" 589.9445051
"1318" "Africa" "Sao Tome and Principe" "gdpPercap_1997" 1339.076036
"1319" "Africa" "Senegal" "gdpPercap_1997" 1392.368347
"1320" "Africa" "Sierra Leone" "gdpPercap_1997" 574.6481576
"1321" "Africa" "Somalia" "gdpPercap_1997" 930.5964284
"1322" "Africa" "South Africa" "gdpPercap_1997" 7479.188244
"1323" "Africa" "Sudan" "gdpPercap_1997" 1632.210764
"1324" "Africa" "Swaziland" "gdpPercap_1997" 3876.76846
"1325" "Africa" "Tanzania" "gdpPercap_1997" 789.1862231
"1326" "Africa" "Togo" "gdpPercap_1997" 982.2869243
"1327" "Africa" "Tunisia" "gdpPercap_1997" 4876.798614
"1328" "Africa" "Uganda" "gdpPercap_1997" 816.559081
"1329" "Africa" "Zambia" "gdpPercap_1997" 1071.353818
"1330" "Africa" "Zimbabwe" "gdpPercap_1997" 792.4499603
"1331" "Americas" "Argentina" "gdpPercap_1997" 10967.28195
"1332" "Americas" "Bolivia" "gdpPercap_1997" 3326.143191
"1333" "Americas" "Brazil" "gdpPercap_1997" 7957.980824
"1334" "Americas" "Canada" "gdpPercap_1997" 28954.92589
"1335" "Americas" "Chile" "gdpPercap_1997" 10118.05318
"1336" "Americas" "Colombia" "gdpPercap_1997" 6117.361746
"1337" "Americas" "Costa Rica" "gdpPercap_1997" 6677.045314
"1338" "Americas" "Cuba" "gdpPercap_1997" 5431.990415
"1339" "Americas" "Dominican Republic" "gdpPercap_1997" 3614.101285
"1340" "Americas" "Ecuador" "gdpPercap_1997" 7429.455877
"1341" "Americas" "El Salvador" "gdpPercap_1997" 5154.825496
"1342" "Americas" "Guatemala" "gdpPercap_1997" 4684.313807
"1343" "Americas" "Haiti" "gdpPercap_1997" 1341.726931
"1344" "Americas" "Honduras" "gdpPercap_1997" 3160.454906
"1345" "Americas" "Jamaica" "gdpPercap_1997" 7121.924704
"1346" "Americas" "Mexico" "gdpPercap_1997" 9767.29753
"1347" "Americas" "Nicaragua" "gdpPercap_1997" 2253.023004
"1348" "Americas" "Panama" "gdpPercap_1997" 7113.692252
"1349" "Americas" "Paraguay" "gdpPercap_1997" 4247.400261
"1350" "Americas" "Peru" "gdpPercap_1997" 5838.347657
"1351" "Americas" "Puerto Rico" "gdpPercap_1997" 16999.4333
"1352" "Americas" "Trinidad and Tobago" "gdpPercap_1997" 8792.573126
"1353" "Americas" "United States" "gdpPercap_1997" 35767.43303
"1354" "Americas" "Uruguay" "gdpPercap_1997" 9230.240708
"1355" "Americas" "Venezuela" "gdpPercap_1997" 10165.49518
"1356" "Asia" "Afghanistan" "gdpPercap_1997" 635.341351
"1357" "Asia" "Bahrain" "gdpPercap_1997" 20292.01679
"1358" "Asia" "Bangladesh" "gdpPercap_1997" 972.7700352
"1359" "Asia" "Cambodia" "gdpPercap_1997" 734.28517
"1360" "Asia" "China" "gdpPercap_1997" 2289.234136
"1361" "Asia" "Hong Kong China" "gdpPercap_1997" 28377.63219
"1362" "Asia" "India" "gdpPercap_1997" 1458.817442
"1363" "Asia" "Indonesia" "gdpPercap_1997" 3119.335603
"1364" "Asia" "Iran" "gdpPercap_1997" 8263.590301
"1365" "Asia" "Iraq" "gdpPercap_1997" 3076.239795
"1366" "Asia" "Israel" "gdpPercap_1997" 20896.60924
"1367" "Asia" "Japan" "gdpPercap_1997" 28816.58499
"1368" "Asia" "Jordan" "gdpPercap_1997" 3645.379572
"1369" "Asia" "Korea Dem. Rep." "gdpPercap_1997" 1690.756814
"1370" "Asia" "Korea Rep." "gdpPercap_1997" 15993.52796
"1371" "Asia" "Kuwait" "gdpPercap_1997" 40300.61996
"1372" "Asia" "Lebanon" "gdpPercap_1997" 8754.96385
"1373" "Asia" "Malaysia" "gdpPercap_1997" 10132.90964
"1374" "Asia" "Mongolia" "gdpPercap_1997" 1902.2521
"1375" "Asia" "Myanmar" "gdpPercap_1997" 415
"1376" "Asia" "Nepal" "gdpPercap_1997" 1010.892138
"1377" "Asia" "Oman" "gdpPercap_1997" 19702.05581
"1378" "Asia" "Pakistan" "gdpPercap_1997" 2049.350521
"1379" "Asia" "Philippines" "gdpPercap_1997" 2536.534925
"1380" "Asia" "Saudi Arabia" "gdpPercap_1997" 20586.69019
"1381" "Asia" "Singapore" "gdpPercap_1997" 33519.4766
"1382" "Asia" "Sri Lanka" "gdpPercap_1997" 2664.477257
"1383" "Asia" "Syria" "gdpPercap_1997" 4014.238972
"1384" "Asia" "Taiwan" "gdpPercap_1997" 20206.82098
"1385" "Asia" "Thailand" "gdpPercap_1997" 5852.625497
"1386" "Asia" "Vietnam" "gdpPercap_1997" 1385.896769
"1387" "Asia" "West Bank and Gaza" "gdpPercap_1997" 7110.667619
"1388" "Asia" "Yemen Rep." "gdpPercap_1997" 2117.484526
"1389" "Europe" "Albania" "gdpPercap_1997" 3193.054604
"1390" "Europe" "Austria" "gdpPercap_1997" 29095.92066
"1391" "Europe" "Belgium" "gdpPercap_1997" 27561.19663
"1392" "Europe" "Bosnia and Herzegovina" "gdpPercap_1997" 4766.355904
"1393" "Europe" "Bulgaria" "gdpPercap_1997" 5970.38876
"1394" "Europe" "Croatia" "gdpPercap_1997" 9875.604515
"1395" "Europe" "Czech Republic" "gdpPercap_1997" 16048.51424
"1396" "Europe" "Denmark" "gdpPercap_1997" 29804.34567
"1397" "Europe" "Finland" "gdpPercap_1997" 23723.9502
"1398" "Europe" "France" "gdpPercap_1997" 25889.78487
"1399" "Europe" "Germany" "gdpPercap_1997" 27788.88416
"1400" "Europe" "Greece" "gdpPercap_1997" 18747.69814
"1401" "Europe" "Hungary" "gdpPercap_1997" 11712.7768
"1402" "Europe" "Iceland" "gdpPercap_1997" 28061.09966
"1403" "Europe" "Ireland" "gdpPercap_1997" 24521.94713
"1404" "Europe" "Italy" "gdpPercap_1997" 24675.02446
"1405" "Europe" "Montenegro" "gdpPercap_1997" 6465.613349
"1406" "Europe" "Netherlands" "gdpPercap_1997" 30246.13063
"1407" "Europe" "Norway" "gdpPercap_1997" 41283.16433
"1408" "Europe" "Poland" "gdpPercap_1997" 10159.58368
"1409" "Europe" "Portugal" "gdpPercap_1997" 17641.03156
"1410" "Europe" "Romania" "gdpPercap_1997" 7346.547557
"1411" "Europe" "Serbia" "gdpPercap_1997" 7914.320304
"1412" "Europe" "Slovak Republic" "gdpPercap_1997" 12126.23065
"1413" "Europe" "Slovenia" "gdpPercap_1997" 17161.10735
"1414" "Europe" "Spain" "gdpPercap_1997" 20445.29896
"1415" "Europe" "Sweden" "gdpPercap_1997" 25266.59499
"1416" "Europe" "Switzerland" "gdpPercap_1997" 32135.32301
"1417" "Europe" "Turkey" "gdpPercap_1997" 6601.429915
"1418" "Europe" "United Kingdom" "gdpPercap_1997" 26074.53136
"1419" "Oceania" "Australia" "gdpPercap_1997" 26997.93657
"1420" "Oceania" "New Zealand" "gdpPercap_1997" 21050.41377
"1421" "Africa" "Algeria" "gdpPercap_2002" 5288.040382
"1422" "Africa" "Angola" "gdpPercap_2002" 2773.287312
"1423" "Africa" "Benin" "gdpPercap_2002" 1372.877931
"1424" "Africa" "Botswana" "gdpPercap_2002" 11003.60508
"1425" "Africa" "Burkina Faso" "gdpPercap_2002" 1037.645221
"1426" "Africa" "Burundi" "gdpPercap_2002" 446.4035126
"1427" "Africa" "Cameroon" "gdpPercap_2002" 1934.011449
"1428" "Africa" "Central African Republic" "gdpPercap_2002" 738.6906068
"1429" "Africa" "Chad" "gdpPercap_2002" 1156.18186
"1430" "Africa" "Comoros" "gdpPercap_2002" 1075.811558
"1431" "Africa" "Congo Dem. Rep." "gdpPercap_2002" 241.1658765
"1432" "Africa" "Congo Rep." "gdpPercap_2002" 3484.06197
"1433" "Africa" "Cote d'Ivoire" "gdpPercap_2002" 1648.800823
"1434" "Africa" "Djibouti" "gdpPercap_2002" 1908.260867
"1435" "Africa" "Egypt" "gdpPercap_2002" 4754.604414
"1436" "Africa" "Equatorial Guinea" "gdpPercap_2002" 7703.4959
"1437" "Africa" "Eritrea" "gdpPercap_2002" 765.3500015
"1438" "Africa" "Ethiopia" "gdpPercap_2002" 530.0535319
"1439" "Africa" "Gabon" "gdpPercap_2002" 12521.71392
"1440" "Africa" "Gambia" "gdpPercap_2002" 660.5855997
"1441" "Africa" "Ghana" "gdpPercap_2002" 1111.984578
"1442" "Africa" "Guinea" "gdpPercap_2002" 945.5835837
"1443" "Africa" "Guinea-Bissau" "gdpPercap_2002" 575.7047176
"1444" "Africa" "Kenya" "gdpPercap_2002" 1287.514732
"1445" "Africa" "Lesotho" "gdpPercap_2002" 1275.184575
"1446" "Africa" "Liberia" "gdpPercap_2002" 531.4823679
"1447" "Africa" "Libya" "gdpPercap_2002" 9534.677467
"1448" "Africa" "Madagascar" "gdpPercap_2002" 894.6370822
"1449" "Africa" "Malawi" "gdpPercap_2002" 665.4231186
"1450" "Africa" "Mali" "gdpPercap_2002" 951.4097518
"1451" "Africa" "Mauritania" "gdpPercap_2002" 1579.019543
"1452" "Africa" "Mauritius" "gdpPercap_2002" 9021.815894
"1453" "Africa" "Morocco" "gdpPercap_2002" 3258.495584
"1454" "Africa" "Mozambique" "gdpPercap_2002" 633.6179466
"1455" "Africa" "Namibia" "gdpPercap_2002" 4072.324751
"1456" "Africa" "Niger" "gdpPercap_2002" 601.0745012
"1457" "Africa" "Nigeria" "gdpPercap_2002" 1615.286395
"1458" "Africa" "Reunion" "gdpPercap_2002" 6316.1652
"1459" "Africa" "Rwanda" "gdpPercap_2002" 785.6537648
"1460" "Africa" "Sao Tome and Principe" "gdpPercap_2002" 1353.09239
"1461" "Africa" "Senegal" "gdpPercap_2002" 1519.635262
"1462" "Africa" "Sierra Leone" "gdpPercap_2002" 699.489713
"1463" "Africa" "Somalia" "gdpPercap_2002" 882.0818218
"1464" "Africa" "South Africa" "gdpPercap_2002" 7710.946444
"1465" "Africa" "Sudan" "gdpPercap_2002" 1993.398314
"1466" "Africa" "Swaziland" "gdpPercap_2002" 4128.116943
"1467" "Africa" "Tanzania" "gdpPercap_2002" 899.0742111
"1468" "Africa" "Togo" "gdpPercap_2002" 886.2205765
"1469" "Africa" "Tunisia" "gdpPercap_2002" 5722.895655
"1470" "Africa" "Uganda" "gdpPercap_2002" 927.7210018
"1471" "Africa" "Zambia" "gdpPercap_2002" 1071.613938
"1472" "Africa" "Zimbabwe" "gdpPercap_2002" 672.0386227
"1473" "Americas" "Argentina" "gdpPercap_2002" 8797.640716
"1474" "Americas" "Bolivia" "gdpPercap_2002" 3413.26269
"1475" "Americas" "Brazil" "gdpPercap_2002" 8131.212843
"1476" "Americas" "Canada" "gdpPercap_2002" 33328.96507
"1477" "Americas" "Chile" "gdpPercap_2002" 10778.78385
"1478" "Americas" "Colombia" "gdpPercap_2002" 5755.259962
"1479" "Americas" "Costa Rica" "gdpPercap_2002" 7723.447195
"1480" "Americas" "Cuba" "gdpPercap_2002" 6340.646683
"1481" "Americas" "Dominican Republic" "gdpPercap_2002" 4563.808154
"1482" "Americas" "Ecuador" "gdpPercap_2002" 5773.044512
"1483" "Americas" "El Salvador" "gdpPercap_2002" 5351.568666
"1484" "Americas" "Guatemala" "gdpPercap_2002" 4858.347495
"1485" "Americas" "Haiti" "gdpPercap_2002" 1270.364932
"1486" "Americas" "Honduras" "gdpPercap_2002" 3099.72866
"1487" "Americas" "Jamaica" "gdpPercap_2002" 6994.774861
"1488" "Americas" "Mexico" "gdpPercap_2002" 10742.44053
"1489" "Americas" "Nicaragua" "gdpPercap_2002" 2474.548819
"1490" "Americas" "Panama" "gdpPercap_2002" 7356.031934
"1491" "Americas" "Paraguay" "gdpPercap_2002" 3783.674243
"1492" "Americas" "Peru" "gdpPercap_2002" 5909.020073
"1493" "Americas" "Puerto Rico" "gdpPercap_2002" 18855.60618
"1494" "Americas" "Trinidad and Tobago" "gdpPercap_2002" 11460.60023
"1495" "Americas" "United States" "gdpPercap_2002" 39097.09955
"1496" "Americas" "Uruguay" "gdpPercap_2002" 7727.002004
"1497" "Americas" "Venezuela" "gdpPercap_2002" 8605.047831
"1498" "Asia" "Afghanistan" "gdpPercap_2002" 726.7340548
"1499" "Asia" "Bahrain" "gdpPercap_2002" 23403.55927
"1500" "Asia" "Bangladesh" "gdpPercap_2002" 1136.39043
"1501" "Asia" "Cambodia" "gdpPercap_2002" 896.2260153
"1502" "Asia" "China" "gdpPercap_2002" 3119.280896
"1503" "Asia" "Hong Kong China" "gdpPercap_2002" 30209.01516
"1504" "Asia" "India" "gdpPercap_2002" 1746.769454
"1505" "Asia" "Indonesia" "gdpPercap_2002" 2873.91287
"1506" "Asia" "Iran" "gdpPercap_2002" 9240.761975
"1507" "Asia" "Iraq" "gdpPercap_2002" 4390.717312
"1508" "Asia" "Israel" "gdpPercap_2002" 21905.59514
"1509" "Asia" "Japan" "gdpPercap_2002" 28604.5919
"1510" "Asia" "Jordan" "gdpPercap_2002" 3844.917194
"1511" "Asia" "Korea Dem. Rep." "gdpPercap_2002" 1646.758151
"1512" "Asia" "Korea Rep." "gdpPercap_2002" 19233.98818
"1513" "Asia" "Kuwait" "gdpPercap_2002" 35110.10566
"1514" "Asia" "Lebanon" "gdpPercap_2002" 9313.93883
"1515" "Asia" "Malaysia" "gdpPercap_2002" 10206.97794
"1516" "Asia" "Mongolia" "gdpPercap_2002" 2140.739323
"1517" "Asia" "Myanmar" "gdpPercap_2002" 611
"1518" "Asia" "Nepal" "gdpPercap_2002" 1057.206311
"1519" "Asia" "Oman" "gdpPercap_2002" 19774.83687
"1520" "Asia" "Pakistan" "gdpPercap_2002" 2092.712441
"1521" "Asia" "Philippines" "gdpPercap_2002" 2650.921068
"1522" "Asia" "Saudi Arabia" "gdpPercap_2002" 19014.54118
"1523" "Asia" "Singapore" "gdpPercap_2002" 36023.1054
"1524" "Asia" "Sri Lanka" "gdpPercap_2002" 3015.378833
"1525" "Asia" "Syria" "gdpPercap_2002" 4090.925331
"1526" "Asia" "Taiwan" "gdpPercap_2002" 23235.42329
"1527" "Asia" "Thailand" "gdpPercap_2002" 5913.187529
"1528" "Asia" "Vietnam" "gdpPercap_2002" 1764.456677
"1529" "Asia" "West Bank and Gaza" "gdpPercap_2002" 4515.487575
"1530" "Asia" "Yemen Rep." "gdpPercap_2002" 2234.820827
"1531" "Europe" "Albania" "gdpPercap_2002" 4604.211737
"1532" "Europe" "Austria" "gdpPercap_2002" 32417.60769
"1533" "Europe" "Belgium" "gdpPercap_2002" 30485.88375
"1534" "Europe" "Bosnia and Herzegovina" "gdpPercap_2002" 6018.975239
"1535" "Europe" "Bulgaria" "gdpPercap_2002" 7696.777725
"1536" "Europe" "Croatia" "gdpPercap_2002" 11628.38895
"1537" "Europe" "Czech Republic" "gdpPercap_2002" 17596.21022
"1538" "Europe" "Denmark" "gdpPercap_2002" 32166.50006
"1539" "Europe" "Finland" "gdpPercap_2002" 28204.59057
"1540" "Europe" "France" "gdpPercap_2002" 28926.03234
"1541" "Europe" "Germany" "gdpPercap_2002" 30035.80198
"1542" "Europe" "Greece" "gdpPercap_2002" 22514.2548
"1543" "Europe" "Hungary" "gdpPercap_2002" 14843.93556
"1544" "Europe" "Iceland" "gdpPercap_2002" 31163.20196
"1545" "Europe" "Ireland" "gdpPercap_2002" 34077.04939
"1546" "Europe" "Italy" "gdpPercap_2002" 27968.09817
"1547" "Europe" "Montenegro" "gdpPercap_2002" 6557.194282
"1548" "Europe" "Netherlands" "gdpPercap_2002" 33724.75778
"1549" "Europe" "Norway" "gdpPercap_2002" 44683.97525
"1550" "Europe" "Poland" "gdpPercap_2002" 12002.23908
"1551" "Europe" "Portugal" "gdpPercap_2002" 19970.90787
"1552" "Europe" "Romania" "gdpPercap_2002" 7885.360081
"1553" "Europe" "Serbia" "gdpPercap_2002" 7236.075251
"1554" "Europe" "Slovak Republic" "gdpPercap_2002" 13638.77837
"1555" "Europe" "Slovenia" "gdpPercap_2002" 20660.01936
"1556" "Europe" "Spain" "gdpPercap_2002" 24835.47166
