continent,country,obs_type,obs_vlues
Europe,Austria,gdpPercap_1987,23687.82607
Europe,Belgium,gdpPercap_1987,22525.56308
Europe,Bosnia and Herzegovina,gdpPercap_1987,4314.114757
Europe,Bulgaria,gdpPercap_1987,8239.854824
Europe,Croatia,gdpPercap_1987,13822.58394
Europe,Czech Republic,gdpPercap_1987,16310.4434
Europe,Denmark,gdpPercap_1987,25116.17581
Europe,Finland,gdpPercap_1987,21141.01223
Europe,France,gdpPercap_1987,22066.44214
Europe,Germany,gdpPercap_1987,24639.18566
Europe,Greece,gdpPercap_1987,16120.52839
Europe,Hungary,gdpPercap_1987,12986.47998
Europe,Iceland,gdpPercap_1987,26923.20628
Europe,Ireland,gdpPercap_1987,13872.86652
Europe,Italy,gdpPercap_1987,19207.23482
Europe,Montenegro,gdpPercap_1987,11732.51017
Europe,Netherlands,gdpPercap_1987,23651.32361
Europe,Norway,gdpPercap_1987,31540.9748
Europe,Poland,gdpPercap_1987,9082.351172
Europe,Portugal,gdpPercap_1987,13039.30876
Europe,Romania,gdpPercap_1987,9696.273295
Europe,Serbia,gdpPercap_1987,15870.87851
Europe,Slovak Republic,gdpPercap_1987,12037.26758
Europe,Slovenia,gdpPercap_1987,18678.53492
Europe,Spain,gdpPercap_1987,15764.98313
Europe,Sweden,gdpPercap_1987,23586.92927
Europe,Switzerland,gdpPercap_1987,30281.70459
Europe,Turkey,gdpPercap_1987,5089.043686
Europe,United Kingdom,gdpPercap_1987,21664.78767
Oceania,Australia,gdpPercap_1987,21888.88903
Oceania,New Zealand,gdpPercap_1987,19007.19129
Africa,Algeria,gdpPercap_1992,5023.216647
Africa,Angola,gdpPercap_1992,2627.845685
Africa,Benin,gdpPercap_1992,1191.207681
Africa,Botswana,gdpPercap_1992,7954.111645
Africa,Burkina Faso,gdpPercap_1992,931.7527731
Africa,Burundi,gdpPercap_1992,631.6998778
Africa,Cameroon,gdpPercap_1992,1793.163278
Africa,Central African Republic,gdpPercap_1992,747.9055252
Africa,Chad,gdpPercap_1992,1058.0643
Africa,Comoros,gdpPercap_1992,1246.90737
Africa,Congo Dem. Rep.,gdpPercap_1992,457.7191807
Africa,Congo Rep.,gdpPercap_1992,4016.239529
Africa,Cote d'Ivoire,gdpPercap_1992,1648.073791
Africa,Djibouti,gdpPercap_1992,2377.156192
Africa,Egypt,gdpPercap_1992,3794.755195
Africa,Equatorial Guinea,gdpPercap_1992,1132.055034
Africa,Eritrea,gdpPercap_1992,582.8585102
Africa,Ethiopia,gdpPercap_1992,421.3534653
Africa,Gabon,gdpPercap_1992,13522.15752
Africa,Gambia,gdpPercap_1992,665.6244126
Africa,Ghana,gdpPercap_1992,925.060154
Africa,Guinea,gdpPercap_1992,794.3484384
Africa,Guinea-Bissau,gdpPercap_1992,745.5398706
Africa,Kenya,gdpPercap_1992,1341.921721
Africa,Lesotho,gdpPercap_1992,977.4862725
Africa,Liberia,gdpPercap_1992,636.6229191
Africa,Libya,gdpPercap_1992,9640.138501
Africa,Madagascar,gdpPercap_1992,1040.67619
Africa,Malawi,gdpPercap_1992,563.2000145
Africa,Mali,gdpPercap_1992,739.014375
Africa,Mauritania,gdpPercap_1992,1361.369784
Africa,Mauritius,gdpPercap_1992,6058.253846
Africa,Morocco,gdpPercap_1992,2948.047252
Africa,Mozambique,gdpPercap_1992,410.8968239
Africa,Namibia,gdpPercap_1992,3804.537999
Africa,Niger,gdpPercap_1992,581.182725
Africa,Nigeria,gdpPercap_1992,1619.848217
Africa,Reunion,gdpPercap_1992,6101.255823
Africa,Rwanda,gdpPercap_1992,737.0685949
Africa,Sao Tome and Principe,gdpPercap_1992,1428.777814
Africa,Senegal,gdpPercap_1992,1367.899369
Africa,Sierra Leone,gdpPercap_1992,1068.696278
Africa,Somalia,gdpPercap_1992,926.9602964
Africa,South Africa,gdpPercap_1992,7225.069258
Africa,Sudan,gdpPercap_1992,1492.197043
Africa,Swaziland,gdpPercap_1992,3553.0224
Africa,Tanzania,gdpPercap_1992,825.682454
Africa,Togo,gdpPercap_1992,1034.298904
Africa,Tunisia,gdpPercap_1992,4332.720164
Africa,Uganda,gdpPercap_1992,644.1707969
Africa,Zambia,gdpPercap_1992,1210.884633
Africa,Zimbabwe,gdpPercap_1992,693.4207856
Americas,Argentina,gdpPercap_1992,9308.41871
Americas,Bolivia,gdpPercap_1992,2961.699694
Americas,Brazil,gdpPercap_1992,6950.283021
Americas,Canada,gdpPercap_1992,26342.88426
Americas,Chile,gdpPercap_1992,7596.125964
Americas,Colombia,gdpPercap_1992,5444.648617
Americas,Costa Rica,gdpPercap_1992,6160.416317
Americas,Cuba,gdpPercap_1992,5592.843963
Americas,Dominican Republic,gdpPercap_1992,3044.214214
Americas,Ecuador,gdpPercap_1992,7103.702595
Americas,El Salvador,gdpPercap_1992,4444.2317
Americas,Guatemala,gdpPercap_1992,4439.45084
Americas,Haiti,gdpPercap_1992,1456.309517
Americas,Honduras,gdpPercap_1992,3081.694603
Americas,Jamaica,gdpPercap_1992,7404.923685
Americas,Mexico,gdpPercap_1992,9472.384295
Americas,Nicaragua,gdpPercap_1992,2170.151724
Americas,Panama,gdpPercap_1992,6618.74305
Americas,Paraguay,gdpPercap_1992,4196.411078
Americas,Peru,gdpPercap_1992,4446.380924
Americas,Puerto Rico,gdpPercap_1992,14641.58711
Americas,Trinidad and Tobago,gdpPercap_1992,7370.990932
Americas,United States,gdpPercap_1992,32003.93224
Americas,Uruguay,gdpPercap_1992,8137.004775
Americas,Venezuela,gdpPercap_1992,10733.92631
Asia,Afghanistan,gdpPercap_1992,649.3413952
Asia,Bahrain,gdpPercap_1992,19035.57917
Asia,Bangladesh,gdpPercap_1992,837.8101643
Asia,Cambodia,gdpPercap_1992,682.3031755
Asia,China,gdpPercap_1992,1655.784158
Asia,Hong Kong China,gdpPercap_1992,24757.60301
Asia,India,gdpPercap_1992,1164.406809
Asia,Indonesia,gdpPercap_1992,2383.140898
Asia,Iran,gdpPercap_1992,7235.653188
Asia,Iraq,gdpPercap_1992,3745.640687
Asia,Israel,gdpPercap_1992,18051.52254
Asia,Japan,gdpPercap_1992,26824.89511
Asia,Jordan,gdpPercap_1992,3431.593647
Asia,Korea Dem. Rep.,gdpPercap_1992,3726.063507
Asia,Korea Rep.,gdpPercap_1992,12104.27872
Asia,Kuwait,gdpPercap_1992,34932.91959
Asia,Lebanon,gdpPercap_1992,6890.806854
Asia,Malaysia,gdpPercap_1992,7277.912802
Asia,Mongolia,gdpPercap_1992,1785.402016
Asia,Myanmar,gdpPercap_1992,347
Asia,Nepal,gdpPercap_1992,897.7403604
Asia,Oman,gdpPercap_1992,18616.70691
Asia,Pakistan,gdpPercap_1992,1971.829464
Asia,Philippines,gdpPercap_1992,2279.324017
Asia,Saudi Arabia,gdpPercap_1992,24841.61777
Asia,Singapore,gdpPercap_1992,24769.8912
Asia,Sri Lanka,gdpPercap_1992,2153.739222
Asia,Syria,gdpPercap_1992,3340.542768
Asia,Taiwan,gdpPercap_1992,15215.6579
Asia,Thailand,gdpPercap_1992,4616.896545
Asia,Vietnam,gdpPercap_1992,989.0231487
Asia,West Bank and Gaza,gdpPercap_1992,6017.654756
Asia,Yemen Rep.,gdpPercap_1992,1879.496673
Europe,Albania,gdpPercap_1992,2497.437901
Europe,Austria,gdpPercap_1992,27042.01868
Europe,Belgium,gdpPercap_1992,25575.57069
Europe,Bosnia and Herzegovina,gdpPercap_1992,2546.781445
Europe,Bulgaria,gdpPercap_1992,6302.623438
Europe,Croatia,gdpPercap_1992,8447.794873
Europe,Czech Republic,gdpPercap_1992,14297.02122
Europe,Denmark,gdpPercap_1992,26406.73985
Europe,Finland,gdpPercap_1992,20647.16499
Europe,France,gdpPercap_1992,24703.79615
Europe,Germany,gdpPercap_1992,26505.30317
Europe,Greece,gdpPercap_1992,17541.49634
Europe,Hungary,gdpPercap_1992,10535.62855
Europe,Iceland,gdpPercap_1992,25144.39201
Europe,Ireland,gdpPercap_1992,17558.81555
Europe,Italy,gdpPercap_1992,22013.64486
Europe,Montenegro,gdpPercap_1992,7003.339037
Europe,Netherlands,gdpPercap_1992,26790.94961
Europe,Norway,gdpPercap_1992,33965.66115
Europe,Poland,gdpPercap_1992,7738.881247
Europe,Portugal,gdpPercap_1992,16207.26663
Europe,Romania,gdpPercap_1992,6598.409903
Europe,Serbia,gdpPercap_1992,9325.068238
Europe,Slovak Republic,gdpPercap_1992,9498.467723
Europe,Slovenia,gdpPercap_1992,14214.71681
Europe,Spain,gdpPercap_1992,18603.06452
Europe,Sweden,gdpPercap_1992,23880.01683
Europe,Switzerland,gdpPercap_1992,31871.5303
Europe,Turkey,gdpPercap_1992,5678.348271
Europe,United Kingdom,gdpPercap_1992,22705.09254
Oceania,Australia,gdpPercap_1992,23424.76683
Oceania,New Zealand,gdpPercap_1992,18363.32494
Africa,Algeria,gdpPercap_1997,4797.295051
Africa,Angola,gdpPercap_1997,2277.140884
Africa,Benin,gdpPercap_1997,1232.975292
Africa,Botswana,gdpPercap_1997,8647.142313
Africa,Burkina Faso,gdpPercap_1997,946.2949618
Africa,Burundi,gdpPercap_1997,463.1151478
Africa,Cameroon,gdpPercap_1997,1694.337469
Africa,Central African Republic,gdpPercap_1997,740.5063317
Africa,Chad,gdpPercap_1997,1004.961353
Africa,Comoros,gdpPercap_1997,1173.618235
Africa,Congo Dem. Rep.,gdpPercap_1997,312.188423
Africa,Congo Rep.,gdpPercap_1997,3484.164376
Africa,Cote d'Ivoire,gdpPercap_1997,1786.265407
Africa,Djibouti,gdpPercap_1997,1895.016984
Africa,Egypt,gdpPercap_1997,4173.181797
Africa,Equatorial Guinea,gdpPercap_1997,2814.480755
Africa,Eritrea,gdpPercap_1997,913.47079
Africa,Ethiopia,gdpPercap_1997,515.8894013
Africa,Gabon,gdpPercap_1997,14722.84188
Africa,Gambia,gdpPercap_1997,653.7301704
Africa,Ghana,gdpPercap_1997,1005.245812
Africa,Guinea,gdpPercap_1997,869.4497668
Africa,Guinea-Bissau,gdpPercap_1997,796.6644681
Africa,Kenya,gdpPercap_1997,1360.485021
Africa,Lesotho,gdpPercap_1997,1186.147994
Africa,Liberia,gdpPercap_1997,609.1739508
Africa,Libya,gdpPercap_1997,9467.446056
Africa,Madagascar,gdpPercap_1997,986.2958956
Africa,Malawi,gdpPercap_1997,692.2758103
Africa,Mali,gdpPercap_1997,790.2579846
Africa,Mauritania,gdpPercap_1997,1483.136136
Africa,Mauritius,gdpPercap_1997,7425.705295
Africa,Morocco,gdpPercap_1997,2982.101858
Africa,Mozambique,gdpPercap_1997,472.3460771
Africa,Namibia,gdpPercap_1997,3899.52426
Africa,Niger,gdpPercap_1997,580.3052092
Africa,Nigeria,gdpPercap_1997,1624.941275
Africa,Reunion,gdpPercap_1997,6071.941411
Africa,Rwanda,gdpPercap_1997,589.9445051
Africa,Sao Tome and Principe,gdpPercap_1997,1339.076036
Africa,Senegal,gdpPercap_1997,1392.368347
Africa,Sierra Leone,gdpPercap_1997,574.6481576
Africa,Somalia,gdpPercap_1997,930.5964284
Africa,South Africa,gdpPercap_1997,7479.188244
Africa,Sudan,gdpPercap_1997,1632.210764
Africa,Swaziland,gdpPercap_1997,3876.76846
Africa,Tanzania,gdpPercap_1997,789.1862231
Africa,Togo,gdpPercap_1997,982.2869243
Africa,Tunisia,gdpPercap_1997,4876.798614
Africa,Uganda,gdpPercap_1997,816.559081
Africa,Zambia,gdpPercap_1997,1071.353818
Africa,Zimbabwe,gdpPercap_1997,792.4499603
Americas,Argentina,gdpPercap_1997,10967.28195
Americas,Bolivia,gdpPercap_1997,3326.143191
Americas,Brazil,gdpPercap_1997,7957.980824
Americas,Canada,gdpPercap_1997,28954.92589
Americas,Chile,gdpPercap_1997,10118.05318
Americas,Colombia,gdpPercap_1997,6117.361746
Americas,Costa Rica,gdpPercap_1997,6677.045314
Americas,Cuba,gdpPercap_1997,5431.990415
Americas,Dominican Republic,gdpPercap_1997,3614.101285
Americas,Ecuador,gdpPercap_1997,7429.455877
Americas,El Salvador,gdpPercap_1997,5154.825496
Americas,Guatemala,gdpPercap_1997,4684.313807
Americas,Haiti,gdpPercap_1997,1341.726931
Americas,Honduras,gdpPercap_1997,3160.454906
Americas,Jamaica,gdpPercap_1997,7121.924704
Americas,Mexico,gdpPercap_1997,9767.29753
Americas,Nicaragua,gdpPercap_1997,2253.023004
Americas,Panama,gdpPercap_1997,7113.692252
Americas,Paraguay,gdpPercap_1997,4247.400261
Americas,Peru,gdpPercap_1997,5838.347657
Americas,Puerto Rico,gdpPercap_1997,16999.4333
Americas,Trinidad and Tobago,gdpPercap_1997,8792.573126
Americas,United States,gdpPercap_1997,35767.43303
Americas,Uruguay,gdpPercap_1997,9230.240708
Americas,Venezuela,gdpPercap_1997,10165.49518
Asia,Afghanistan,gdpPercap_1997,635.341351
Asia,Bahrain,gdpPercap_1997,20292.01679
Asia,Bangladesh,gdpPercap_1997,972.7700352
Asia,Cambodia,gdpPercap_1997,734.28517
Asia,China,gdpPercap_1997,2289.234136
Asia,Hong Kong China,gdpPercap_1997,28377.63219
Asia,India,gdpPercap_1997,1458.817442
Asia,Indonesia,gdpPercap_1997,3119.335603
Asia,Iran,gdpPercap_1997,8263.590301
Asia,Iraq,gdpPercap_1997,3076.239795
Asia,Israel,gdpPercap_1997,20896.60924
Asia,Japan,gdpPercap_1997,28816.58499
Asia,Jordan,gdpPercap_1997,3645.379572
Asia,Korea Dem. Rep.,gdpPercap_1997,1690.756814
Asia,Korea Rep.,gdpPercap_1997,15993.52796
Asia,Kuwait,gdpPercap_1997,40300.61996
Asia,Lebanon,gdpPercap_1997,8754.96385
Asia,Malaysia,gdpPercap_1997,10132.90964
Asia,Mongolia,gdpPercap_1997,1902.2521
Asia,Myanmar,gdpPercap_1997,415
Asia,Nepal,gdpPercap_1997,1010.892138
Asia,Oman,gdpPercap_1997,19702.05581
Asia,Pakistan,gdpPercap_1997,2049.350521
Asia,Philippines,gdpPercap_1997,2536.534925
Asia,Saudi Arabia,gdpPercap_1997,20586.69019
Asia,Singapore,gdpPercap_1997,33519.4766
Asia,Sri Lanka,gdpPercap_1997,2664.477257
Asia,Syria,gdpPercap_1997,4014.238972
Asia,Taiwan,gdpPercap_1997,20206.82098
Asia,Thailand,gdpPercap_1997,5852.625497
Asia,Vietnam,gdpPercap_1997,1385.896769
Asia,West Bank and Gaza,gdpPercap_1997,7110.667619
Asia,Yemen Rep.,gdpPercap_1997,2117.484526
Europe,Albania,gdpPercap_1997,3193.054604
Europe,Austria,gdpPercap_1997,29095.92066
Europe,Belgium,gdpPercap_1997,27561.19663
Europe,Bosnia and Herzegovina,gdpPercap_1997,4766.355904
Europe,Bulgaria,gdpPercap_1997,5970.38876
Europe,Croatia,gdpPercap_1997,9875.604515
Europe,Czech Republic,gdpPercap_1997,16048.51424
Europe,Denmark,gdpPercap_1997,29804.34567
Europe,Finland,gdpPercap_1997,23723.9502
Europe,France,gdpPercap_1997,25889.78487
Europe,Germany,gdpPercap_1997,27788.88416
Europe,Greece,gdpPercap_1997,18747.69814
Europe,Hungary,gdpPercap_1997,11712.7768
Europe,Iceland,gdpPercap_1997,28061.09966
Europe,Ireland,gdpPercap_1997,24521.94713
Europe,Italy,gdpPercap_1997,24675.02446
Europe,Montenegro,gdpPercap_1997,6465.613349
Europe,Netherlands,gdpPercap_1997,30246.13063
Europe,Norway,gdpPercap_1997,41283.16433
Europe,Poland,gdpPercap_1997,10159.58368
Europe,Portugal,gdpPercap_1997,17641.03156
Europe,Romania,gdpPercap_1997,7346.547557
Europe,Serbia,gdpPercap_1997,7914.320304
Europe,Slovak Republic,gdpPercap_1997,12126.23065
Europe,Slovenia,gdpPercap_1997,17161.10735
Europe,Spain,gdpPercap_1997,20445.29896
Europe,Sweden,gdpPercap_1997,25266.59499
Europe,Switzerland,gdpPercap_1997,32135.32301
Europe,Turkey,gdpPercap_1997,6601.429915
Europe,United Kingdom,gdpPercap_1997,26074.53136
Oceania,Australia,gdpPercap_1997,26997.93657
Oceania,New Zealand,gdpPercap_1997,21050.41377
Africa,Algeria,gdpPercap_2002,5288.040382
Africa,Angola,gdpPercap_2002,2773.287312
Africa,Benin,gdpPercap_2002,1372.877931
Africa,Botswana,gdpPercap_2002,11003.60508
Africa,Burkina Faso,gdpPercap_2002,1037.645221
Africa,Burundi,gdpPercap_2002,446.4035126
Africa,Cameroon,gdpPercap_2002,1934.011449
Africa,Central African Republic,gdpPercap_2002,738.6906068
Africa,Chad,gdpPercap_2002,1156.18186
Africa,Comoros,gdpPercap_2002,1075.811558
Africa,Congo Dem. Rep.,gdpPercap_2002,241.1658765
Africa,Congo Rep.,gdpPercap_2002,3484.06197
Africa,Cote d'Ivoire,gdpPercap_2002,1648.800823
Africa,Djibouti,gdpPercap_2002,1908.260867
Africa,Egypt,gdpPercap_2002,4754.604414
Africa,Equatorial Guinea,gdpPercap_2002,7703.4959
Africa,Eritrea,gdpPercap_2002,765.3500015
Africa,Ethiopia,gdpPercap_2002,530.0535319
Africa,Gabon,gdpPercap_2002,12521.71392
Africa,Gambia,gdpPercap_2002,660.5855997
Africa,Ghana,gdpPercap_2002,1111.984578
Africa,Guinea,gdpPercap_2002,945.5835837
Africa,Guinea-Bissau,gdpPercap_2002,575.7047176
Africa,Kenya,gdpPercap_2002,1287.514732
Africa,Lesotho,gdpPercap_2002,1275.184575
Africa,Liberia,gdpPercap_2002,531.4823679
Africa,Libya,gdpPercap_2002,9534.677467
Africa,Madagascar,gdpPercap_2002,894.6370822
Africa,Malawi,gdpPercap_2002,665.4231186
Africa,Mali,gdpPercap_2002,951.4097518
Africa,Mauritania,gdpPercap_2002,1579.019543
Africa,Mauritius,gdpPercap_2002,9021.815894
Africa,Morocco,gdpPercap_2002,3258.495584
Africa,Mozambique,gdpPercap_2002,633.6179466
Africa,Namibia,gdpPercap_2002,4072.324751
Africa,Niger,gdpPercap_2002,601.0745012
Africa,Nigeria,gdpPercap_2002,1615.286395
Africa,Reunion,gdpPercap_2002,6316.1652
Africa,Rwanda,gdpPercap_2002,785.6537648
Africa,Sao Tome and Principe,gdpPercap_2002,1353.09239
Africa,Senegal,gdpPercap_2002,1519.635262
Africa,Sierra Leone,gdpPercap_2002,699.489713
Africa,Somalia,gdpPercap_2002,882.0818218
Africa,South Africa,gdpPercap_2002,7710.946444
Africa,Sudan,gdpPercap_2002,1993.398314
Africa,Swaziland,gdpPercap_2002,4128.116943
Africa,Tanzania,gdpPercap_2002,899.0742111
Africa,Togo,gdpPercap_2002,886.2205765
Africa,Tunisia,gdpPercap_2002,5722.895655
Africa,Uganda,gdpPercap_2002,927.7210018
Africa,Zambia,gdpPercap_2002,1071.613938
Africa,Zimbabwe,gdpPercap_2002,672.0386227
Americas,Argentina,gdpPercap_2002,8797.640716
Americas,Bolivia,gdpPercap_2002,3413.26269
Americas,Brazil,gdpPercap_2002,8131.212843
Americas,Canada,gdpPercap_2002,33328.96507
Americas,Chile,gdpPercap_2002,10778.78385
Americas,Colombia,gdpPercap_2002,5755.259962
Americas,Costa Rica,gdpPercap_2002,7723.447195
Americas,Cuba,gdpPercap_2002,6340.646683
Americas,Dominican Republic,gdpPercap_2002,4563.808154
Americas,Ecuador,gdpPercap_2002,5773.044512
Americas,El Salvador,gdpPercap_2002,5351.568666
Americas,Guatemala,gdpPercap_2002,4858.347495
Americas,Haiti,gdpPercap_2002,1270.364932
Americas,Honduras,gdpPercap_2002,3099.72866
Americas,Jamaica,gdpPercap_2002,6994.774861
Americas,Mexico,gdpPercap_2002,10742.44053
Americas,Nicaragua,gdpPercap_2002,2474.548819
Americas,Panama,gdpPercap_2002,7356.031934
Americas,Paraguay,gdpPercap_2002,3783.674243
Americas,Peru,gdpPercap_2002,5909.020073
Americas,Puerto Rico,gdpPercap_2002,18855.60618
Americas,Trinidad and Tobago,gdpPercap_2002,11460.60023
Americas,United States,gdpPercap_2002,39097.09955
Americas,Uruguay,gdpPercap_2002,7727.002004
Americas,Venezuela,gdpPercap_2002,8605.047831
Asia,Afghanistan,gdpPercap_2002,726.7340548
Asia,Bahrain,gdpPercap_2002,23403.55927
Asia,Bangladesh,gdpPercap_2002,1136.39043
Asia,Cambodia,gdpPercap_2002,896.2260153
Asia,China,gdpPercap_2002,3119.280896
Asia,Hong Kong China,gdpPercap_2002,30209.01516
Asia,India,gdpPercap_2002,1746.769454
Asia,Indonesia,gdpPercap_2002,2873.91287
Asia,Iran,gdpPercap_2002,9240.761975
Asia,Iraq,gdpPercap_2002,4390.717312
Asia,Israel,gdpPercap_2002,21905.59514
Asia,Japan,gdpPercap_2002,28604.5919
Asia,Jordan,gdpPercap_2002,3844.917194
Asia,Korea Dem. Rep.,gdpPercap_2002,1646.758151
Asia,Korea Rep.,gdpPercap_2002,19233.98818
Asia,Kuwait,gdpPercap_2002,35110.10566
Asia,Lebanon,gdpPercap_2002,9313.93883
Asia,Malaysia,gdpPercap_2002,10206.97794
Asia,Mongolia,gdpPercap_2002,2140.739323
Asia,Myanmar,gdpPercap_2002,611
Asia,Nepal,gdpPercap_2002,1057.206311
Asia,Oman,gdpPercap_2002,19774.83687
Asia,Pakistan,gdpPercap_2002,2092.712441
Asia,Philippines,gdpPercap_2002,2650.921068
Asia,Saudi Arabia,gdpPercap_2002,19014.54118
Asia,Singapore,gdpPercap_2002,36023.1054
Asia,Sri Lanka,gdpPercap_2002,3015.378833
Asia,Syria,gdpPercap_2002,4090.925331
Asia,Taiwan,gdpPercap_2002,23235.42329
Asia,Thailand,gdpPercap_2002,5913.187529
Asia,Vietnam,gdpPercap_2002,1764.456677
Asia,West Bank and Gaza,gdpPercap_2002,4515.487575
Asia,Yemen Rep.,gdpPercap_2002,2234.820827
Europe,Albania,gdpPercap_2002,4604.211737
Europe,Austria,gdpPercap_2002,32417.60769
Europe,Belgium,gdpPercap_2002,30485.88375
Europe,Bosnia and Herzegovina,gdpPercap_2002,6018.975239
Europe,Bulgaria,gdpPercap_2002,7696.777725
Europe,Croatia,gdpPercap_2002,11628.38895
Europe,Czech Republic,gdpPercap_2002,17596.21022
Europe,Denmark,gdpPercap_2002,32166.50006
Europe,Finland,gdpPercap_2002,28204.59057
Europe,France,gdpPercap_2002,28926.03234
Europe,Germany,gdpPercap_2002,30035.80198
Europe,Greece,gdpPercap_2002,22514.2548
Europe,Hungary,gdpPercap_2002,14843.93556
Europe,Iceland,gdpPercap_2002,31163.20196
Europe,Ireland,gdpPercap_2002,34077.04939
Europe,Italy,gdpPercap_2002,27968.09817
Europe,Montenegro,gdpPercap_2002,6557.194282
Europe,Netherlands,gdpPercap_2002,33724.75778
Europe,Norway,gdpPercap_2002,44683.97525
Europe,Poland,gdpPercap_2002,12002.23908
Europe,Portugal,gdpPercap_2002,19970.90787
Europe,Romania,gdpPercap_2002,7885.360081
Europe,Serbia,gdpPercap_2002,7236.075251
Europe,Slovak Republic,gdpPercap_2002,13638.77837
Europe,Slovenia,gdpPercap_2002,20660.01936
Europe,Spain,gdpPercap_2002,24835.47166
Europe,Sweden,gdpPercap_2002,29341.63093
Europe,Switzerland,gdpPercap_2002,34480.95771
Europe,Turkey,gdpPercap_2002,6508.085718
Europe,United Kingdom,gdpPercap_2002,29478.99919
Oceania,Australia,gdpPercap_2002,30687.75473
Oceania,New Zealand,gdpPercap_2002,23189.80135
Africa,Algeria,gdpPercap_2007,6223.367465
Africa,Angola,gdpPercap_2007,4797.231267
Africa,Benin,gdpPercap_2007,1441.284873
Africa,Botswana,gdpPercap_2007,12569.85177
Africa,Burkina Faso,gdpPercap_2007,1217.032994
Africa,Burundi,gdpPercap_2007,430.0706916
Africa,Cameroon,gdpPercap_2007,2042.09524
Africa,Central African Republic,gdpPercap_2007,706.016537
Africa,Chad,gdpPercap_2007,1704.063724
Africa,Comoros,gdpPercap_2007,986.1478792
Africa,Congo Dem. Rep.,gdpPercap_2007,277.5518587
Africa,Congo Rep.,gdpPercap_2007,3632.557798
Africa,Cote d'Ivoire,gdpPercap_2007,1544.750112
Africa,Djibouti,gdpPercap_2007,2082.481567
Africa,Egypt,gdpPercap_2007,5581.180998
Africa,Equatorial Guinea,gdpPercap_2007,12154.08975
Africa,Eritrea,gdpPercap_2007,641.3695236
Africa,Ethiopia,gdpPercap_2007,690.8055759
Africa,Gabon,gdpPercap_2007,13206.48452
Africa,Gambia,gdpPercap_2007,752.7497265
Africa,Ghana,gdpPercap_2007,1327.60891
Africa,Guinea,gdpPercap_2007,942.6542111
Africa,Guinea-Bissau,gdpPercap_2007,579.231743
Africa,Kenya,gdpPercap_2007,1463.249282
Africa,Lesotho,gdpPercap_2007,1569.331442
Africa,Liberia,gdpPercap_2007,414.5073415
Africa,Libya,gdpPercap_2007,12057.49928
Africa,Madagascar,gdpPercap_2007,1044.770126
Africa,Malawi,gdpPercap_2007,759.3499101
Africa,Mali,gdpPercap_2007,1042.581557
Africa,Mauritania,gdpPercap_2007,1803.151496
Africa,Mauritius,gdpPercap_2007,10956.99112
Africa,Morocco,gdpPercap_2007,3820.17523
Africa,Mozambique,gdpPercap_2007,823.6856205
Africa,Namibia,gdpPercap_2007,4811.060429
Africa,Niger,gdpPercap_2007,619.6768924
Africa,Nigeria,gdpPercap_2007,2013.977305
Africa,Reunion,gdpPercap_2007,7670.122558
Africa,Rwanda,gdpPercap_2007,863.0884639
Africa,Sao Tome and Principe,gdpPercap_2007,1598.435089
Africa,Senegal,gdpPercap_2007,1712.472136
Africa,Sierra Leone,gdpPercap_2007,862.5407561
Africa,Somalia,gdpPercap_2007,926.1410683
Africa,South Africa,gdpPercap_2007,9269.657808
Africa,Sudan,gdpPercap_2007,2602.394995
Africa,Swaziland,gdpPercap_2007,4513.480643
Africa,Tanzania,gdpPercap_2007,1107.482182
Africa,Togo,gdpPercap_2007,882.9699438
Africa,Tunisia,gdpPercap_2007,7092.923025
Africa,Uganda,gdpPercap_2007,1056.380121
Africa,Zambia,gdpPercap_2007,1271.211593
Africa,Zimbabwe,gdpPercap_2007,469.7092981
Americas,Argentina,gdpPercap_2007,12779.37964
Americas,Bolivia,gdpPercap_2007,3822.137084
Americas,Brazil,gdpPercap_2007,9065.800825
Americas,Canada,gdpPercap_2007,36319.23501
Americas,Chile,gdpPercap_2007,13171.63885
Americas,Colombia,gdpPercap_2007,7006.580419
Americas,Costa Rica,gdpPercap_2007,9645.06142
Americas,Cuba,gdpPercap_2007,8948.102923
Americas,Dominican Republic,gdpPercap_2007,6025.374752
Americas,Ecuador,gdpPercap_2007,6873.262326
Americas,El Salvador,gdpPercap_2007,5728.353514
Americas,Guatemala,gdpPercap_2007,5186.050003
Americas,Haiti,gdpPercap_2007,1201.637154
Americas,Honduras,gdpPercap_2007,3548.330846
Americas,Jamaica,gdpPercap_2007,7320.880262
Americas,Mexico,gdpPercap_2007,11977.57496
Americas,Nicaragua,gdpPercap_2007,2749.320965
Americas,Panama,gdpPercap_2007,9809.185636
Americas,Paraguay,gdpPercap_2007,4172.838464
Americas,Peru,gdpPercap_2007,7408.905561
Americas,Puerto Rico,gdpPercap_2007,19328.70901
Americas,Trinidad and Tobago,gdpPercap_2007,18008.50924
Americas,United States,gdpPercap_2007,42951.65309
Americas,Uruguay,gdpPercap_2007,10611.46299
Americas,Venezuela,gdpPercap_2007,11415.80569
Asia,Afghanistan,gdpPercap_2007,974.5803384
Asia,Bahrain,gdpPercap_2007,29796.04834
Asia,Bangladesh,gdpPercap_2007,1391.253792
Asia,Cambodia,gdpPercap_2007,1713.778686
Asia,China,gdpPercap_2007,4959.114854
Asia,Hong Kong China,gdpPercap_2007,39724.97867
Asia,India,gdpPercap_2007,2452.210407
Asia,Indonesia,gdpPercap_2007,3540.651564
Asia,Iran,gdpPercap_2007,11605.71449
